,Epoch,Train_Loss,Train_Acc
0,1,4.165799140930176,0.0663599967956543
1,2,3.619752883911133,0.1422400027513504
2,3,3.3623170852661133,0.18907999992370605
3,4,3.172348976135254,0.2229599952697754
4,5,3.044774055480957,0.2468400001525879
5,6,2.9401044845581055,0.26528000831604004
6,7,2.852193832397461,0.28001999855041504
7,8,2.776980400085449,0.296779990196228
8,9,2.7161872386932373,0.30908000469207764
9,10,2.6607093811035156,0.3208000063896179
10,11,2.6076292991638184,0.330159991979599
11,12,2.5617730617523193,0.3406600058078766
12,13,2.517028331756592,0.349480003118515
13,14,2.480172872543335,0.355679988861084
14,15,2.437481641769409,0.3659600019454956
15,16,2.411841630935669,0.36820000410079956
16,17,2.3889310359954834,0.37147998809814453
17,18,2.352965831756592,0.3806999921798706
18,19,2.3191542625427246,0.3920600116252899
19,20,2.2973928451538086,0.39320001006126404
20,21,2.2760565280914307,0.3989599943161011
21,22,2.2401962280273438,0.40959998965263367
22,23,2.2227516174316406,0.40898001194000244
23,24,2.2230618000030518,0.41012001037597656
24,25,2.198820114135742,0.4138000011444092
25,26,2.183615207672119,0.41830000281333923
26,27,2.177239418029785,0.420199990272522
27,28,2.1478707790374756,0.4248200058937073
28,29,2.1499860286712646,0.42640000581741333
29,30,2.1311192512512207,0.4298799932003021
30,31,2.119877576828003,0.43187999725341797
31,32,2.1198604106903076,0.429639995098114
32,33,2.0895040035247803,0.4368399977684021
33,34,2.0901291370391846,0.4386799931526184
34,35,2.082446336746216,0.439300000667572
35,36,2.073124885559082,0.44363999366760254
36,37,2.0770554542541504,0.4387800097465515
37,38,2.085416793823242,0.4411599934101105
38,39,2.0789215564727783,0.4405600130558014
39,40,2.0476064682006836,0.44999998807907104
40,41,2.044613838195801,0.44642001390457153
41,42,2.0752100944519043,0.4401000142097473
42,43,2.0522685050964355,0.44670000672340393
43,44,2.044719934463501,0.4465399980545044
44,45,2.0367307662963867,0.45197999477386475
45,46,2.0110578536987305,0.454800009727478
46,47,2.0376434326171875,0.4479199945926666
47,48,2.019723892211914,0.45333999395370483
48,49,2.0419929027557373,0.452239990234375
49,50,2.014662742614746,0.4562399983406067
50,51,2.027639389038086,0.45587998628616333
51,52,1.9875411987304688,0.46108001470565796
52,53,2.0413715839385986,0.45006000995635986
53,54,2.023338794708252,0.4525600075721741
54,55,2.004371166229248,0.45532000064849854
55,56,2.0246500968933105,0.4549599885940552
56,57,1.9965856075286865,0.46011999249458313
57,58,2.018512010574341,0.4546000063419342
58,59,2.0148167610168457,0.4567599892616272
59,60,2.0022132396698,0.45875999331474304
60,61,2.0135350227355957,0.4593000113964081
61,62,2.058547258377075,0.44714000821113586
62,63,1.981884241104126,0.46226000785827637
63,64,2.0268771648406982,0.45500001311302185
64,65,2.0161564350128174,0.4563800096511841
65,66,2.048459768295288,0.450300008058548
66,67,1.9936926364898682,0.4601399898529053
67,68,2.0331358909606934,0.4508399963378906
68,69,2.005908489227295,0.46011999249458313
69,70,2.006072998046875,0.4587399959564209
70,71,2.00317645072937,0.4596000015735626
71,72,1.9936494827270508,0.4614599943161011
72,73,1.9841063022613525,0.46219998598098755
73,74,2.0475995540618896,0.4535199999809265
74,75,2.0333476066589355,0.45372000336647034
75,76,1.9936197996139526,0.46261999011039734
76,77,2.02038836479187,0.45552000403404236
77,78,2.0308380126953125,0.453220009803772
78,79,2.0134756565093994,0.45879998803138733
79,80,2.068904399871826,0.44703999161720276
80,81,2.0359063148498535,0.45267999172210693
81,82,2.024888515472412,0.45509999990463257
82,83,2.031210422515869,0.45361998677253723
83,84,2.0003108978271484,0.46028000116348267
84,85,1.9986906051635742,0.45875999331474304
85,86,2.0223474502563477,0.4557799994945526
86,87,2.0272891521453857,0.45260000228881836
87,88,2.0842630863189697,0.44356000423431396
88,89,2.0276200771331787,0.4552600085735321
89,90,2.053650379180908,0.4483200013637543
90,91,2.084340810775757,0.4438199996948242
91,92,2.0015270709991455,0.46187999844551086
92,93,2.0929524898529053,0.4426400065422058
93,94,2.050261974334717,0.4499000012874603
94,95,2.0431036949157715,0.4528200030326843
95,96,2.0742878913879395,0.4495199918746948
96,97,2.069749355316162,0.4459399878978729
97,98,2.0465636253356934,0.45058000087738037
98,99,2.0484633445739746,0.45103999972343445
99,100,2.0301311016082764,0.4544599950313568
100,101,2.1809253692626953,0.4294799864292145
101,102,2.0900866985321045,0.4421199858188629
102,103,2.034987449645996,0.4528000056743622
103,104,2.1086628437042236,0.4409399926662445
104,105,2.161959648132324,0.425680011510849
105,106,2.0341439247131348,0.45302000641822815
106,107,2.0366179943084717,0.4538399875164032
107,108,2.035062313079834,0.45194000005722046
108,109,2.105340003967285,0.4404599964618683
109,110,2.0970470905303955,0.44132000207901
110,111,2.097188949584961,0.440420001745224
111,112,2.0680854320526123,0.4447000026702881
112,113,2.0441653728485107,0.45166000723838806
113,114,2.0795345306396484,0.44745999574661255
114,115,2.101311683654785,0.44047999382019043
115,116,2.062023162841797,0.4469200074672699
116,117,2.0863037109375,0.44477999210357666
117,118,2.091919422149658,0.44339999556541443
118,119,2.064743757247925,0.44600000977516174
119,120,2.183551549911499,0.4232400059700012
120,121,2.0656118392944336,0.4460600018501282
121,122,2.117405891418457,0.4357999861240387
122,123,2.1023359298706055,0.43922001123428345
123,124,2.1339187622070312,0.4378800094127655
124,125,2.126624822616577,0.4309200048446655
125,126,2.123870611190796,0.4355199933052063
126,127,2.1543848514556885,0.42618000507354736
127,128,2.100398063659668,0.43904000520706177
128,129,2.1443748474121094,0.4336400032043457
129,130,2.2919652462005615,0.4046599864959717
130,131,2.158815383911133,0.42555999755859375
131,132,2.2138378620147705,0.41854000091552734
132,133,2.2220678329467773,0.41506001353263855
133,134,2.2004172801971436,0.4194599986076355
134,135,2.0582258701324463,0.44453999400138855
135,136,2.18575119972229,0.42245998978614807
136,137,2.1664962768554688,0.42691999673843384
137,138,2.2444489002227783,0.41016000509262085
138,139,2.116014003753662,0.4335399866104126
139,140,2.1061477661132812,0.43779999017715454
140,141,2.191348075866699,0.42245998978614807
141,142,2.147669792175293,0.4315800070762634
142,143,2.0846714973449707,0.4430199861526489
143,144,2.4251742362976074,0.3781599998474121
144,145,2.1622719764709473,0.4274600148200989
145,146,2.1294054985046387,0.4324600100517273
146,147,2.2560875415802,0.40832000970840454
147,148,2.1814866065979004,0.4196600019931793
148,149,2.1729323863983154,0.41958001255989075
149,150,2.2487235069274902,0.41378000378608704
150,151,2.1584906578063965,0.4274199903011322
151,152,2.2181222438812256,0.41651999950408936
152,153,2.622061252593994,0.337119996547699
153,154,2.4069886207580566,0.37762001156806946
154,155,2.360045909881592,0.3857400119304657
155,156,2.349193811416626,0.3894200026988983
156,157,2.4965131282806396,0.3639799952507019
157,158,2.306760549545288,0.3966600000858307
158,159,2.4192423820495605,0.376120001077652
159,160,2.354496955871582,0.38486000895500183
160,161,2.235118865966797,0.4079799950122833
161,162,2.4097020626068115,0.37654000520706177
162,163,2.2886693477630615,0.399260014295578
163,164,2.2594377994537354,0.4037199914455414
164,165,2.287675380706787,0.4025599956512451
165,166,2.386665105819702,0.3763599991798401
166,167,2.441038131713867,0.3689599931240082
167,168,2.243283987045288,0.40459999442100525
168,169,2.2480289936065674,0.4041999876499176
169,170,2.312230110168457,0.3949599862098694
170,171,2.284540891647339,0.4011400043964386
171,172,2.4461684226989746,0.37428000569343567
172,173,2.2570137977600098,0.4025000035762787
173,174,2.151604175567627,0.42590001225471497
174,175,2.363494634628296,0.38339999318122864
175,176,2.2233057022094727,0.4124000072479248
176,177,2.288607597351074,0.3969799876213074
177,178,2.340050458908081,0.3921999931335449
178,179,2.4082188606262207,0.37748000025749207
179,180,2.2753937244415283,0.4032000005245209
180,181,2.651132106781006,0.3377400040626526
181,182,2.386124849319458,0.37856000661849976
182,183,2.20866322517395,0.41214001178741455
183,184,2.2305796146392822,0.4122599959373474
184,185,2.2507517337799072,0.4084799885749817
185,186,2.237093687057495,0.41043999791145325
186,187,2.192981243133545,0.4174000024795532
187,188,2.2554609775543213,0.4082399904727936
188,189,2.361184597015381,0.38631999492645264
189,190,2.304069757461548,0.397599995136261
190,191,2.4658429622650146,0.3672800064086914
191,192,2.1622955799102783,0.4196999967098236
192,193,2.2203402519226074,0.4138000011444092
193,194,2.248836040496826,0.40907999873161316
194,195,2.1955666542053223,0.41736000776290894
195,196,2.171036720275879,0.42590001225471497
196,197,2.394998788833618,0.38109999895095825
197,198,2.441037893295288,0.3753400146961212
198,199,2.1896708011627197,0.41585999727249146
199,200,2.1427559852600098,0.42579999566078186
