,Epoch,Train_Loss,Train_Acc
0,1,4.090821266174316,0.07890000194311142
1,2,3.499436855316162,0.1647000014781952
2,3,3.2377803325653076,0.2123199999332428
3,4,3.0656230449676514,0.2451999932527542
4,5,2.9360244274139404,0.26842001080513
5,6,2.8308897018432617,0.2901400029659271
6,7,2.7460694313049316,0.30814000964164734
7,8,2.6813225746154785,0.31769999861717224
8,9,2.604778528213501,0.333840012550354
9,10,2.5464255809783936,0.34376001358032227
10,11,2.496497869491577,0.35387998819351196
11,12,2.4341447353363037,0.3651599884033203
12,13,2.4053518772125244,0.3738200068473816
13,14,2.369715690612793,0.3786799907684326
14,15,2.3359029293060303,0.38449999690055847
15,16,2.30275559425354,0.39320001006126404
16,17,2.2711122035980225,0.3993000090122223
17,18,2.248546838760376,0.402319997549057
18,19,2.2219269275665283,0.4094400107860565
19,20,2.209380865097046,0.4127199947834015
20,21,2.181598424911499,0.42006000876426697
21,22,2.164067029953003,0.42010000348091125
22,23,2.1329052448272705,0.43004000186920166
23,24,2.128237247467041,0.4334399998188019
24,25,2.105123996734619,0.4337800145149231
25,26,2.078183174133301,0.44082000851631165
26,27,2.062087059020996,0.444599986076355
27,28,2.0500171184539795,0.44916000962257385
28,29,2.040894031524658,0.4496000111103058
29,30,2.034580707550049,0.4489800035953522
30,31,2.031752109527588,0.45052000880241394
31,32,2.0110466480255127,0.45570001006126404
32,33,2.0095582008361816,0.4554600119590759
33,34,2.0036723613739014,0.4553399980068207
34,35,1.9945842027664185,0.46046000719070435
35,36,1.968953013420105,0.4646799862384796
36,37,1.9793386459350586,0.4631600081920624
37,38,1.9560335874557495,0.4654200077056885
38,39,1.9704792499542236,0.4647800028324127
39,40,1.946953535079956,0.47058001160621643
40,41,1.9406081438064575,0.47106000781059265
41,42,1.9741835594177246,0.46435999870300293
42,43,1.9573243856430054,0.4695799946784973
43,44,1.929740309715271,0.47567999362945557
44,45,1.9423073530197144,0.4700999855995178
45,46,1.9306162595748901,0.4749999940395355
46,47,1.9189256429672241,0.47675999999046326
47,48,1.9114097356796265,0.4779199957847595
48,49,1.9152132272720337,0.47731998562812805
49,50,1.9252064228057861,0.4758799970149994
50,51,1.9196957349777222,0.4782400131225586
51,52,1.8880283832550049,0.4810200035572052
52,53,1.9062904119491577,0.4772599935531616
53,54,1.9060982465744019,0.48052000999450684
54,55,1.931636095046997,0.4768800139427185
55,56,1.9065968990325928,0.4805999994277954
56,57,1.911528468132019,0.4809199869632721
57,58,1.9105056524276733,0.4787999987602234
58,59,1.8862590789794922,0.4848000109195709
59,60,1.9203824996948242,0.478300005197525
60,61,1.9134984016418457,0.4804399907588959
61,62,1.8719218969345093,0.48684000968933105
62,63,1.9200752973556519,0.4778600037097931
63,64,1.8755526542663574,0.48513999581336975
64,65,1.879514217376709,0.4878399968147278
65,66,1.912468433380127,0.47637999057769775
66,67,1.9329663515090942,0.4767000079154968
67,68,1.9177287817001343,0.47850000858306885
68,69,1.912975788116455,0.4773400127887726
69,70,1.8853317499160767,0.4835599958896637
70,71,1.900604248046875,0.4814999997615814
71,72,1.9090979099273682,0.48052000999450684
72,73,1.9215168952941895,0.4758799970149994
73,74,1.8789812326431274,0.48778000473976135
74,75,1.8943073749542236,0.4837400019168854
75,76,1.877733588218689,0.48594000935554504
76,77,1.9509243965148926,0.47016000747680664
77,78,1.9076529741287231,0.48076000809669495
78,79,1.8895272016525269,0.48802000284194946
79,80,1.95589017868042,0.47269999980926514
80,81,1.960939645767212,0.4705600142478943
81,82,1.8904025554656982,0.4878000020980835
82,83,1.9597151279449463,0.4713999927043915
83,84,1.9217212200164795,0.4754999876022339
84,85,1.9071447849273682,0.48080000281333923
85,86,1.9171205759048462,0.48322001099586487
86,87,1.9357725381851196,0.47609999775886536
87,88,1.9196161031723022,0.47870001196861267
88,89,1.949882984161377,0.4729999899864197
89,90,1.9191429615020752,0.4761599898338318
90,91,1.9100959300994873,0.480679988861084
91,92,1.9445185661315918,0.47745999693870544
92,93,1.9159492254257202,0.4788999855518341
93,94,1.9759694337844849,0.4647800028324127
94,95,1.9425790309906006,0.47468000650405884
95,96,1.9234586954116821,0.4806399941444397
96,97,1.9528676271438599,0.4740999937057495
97,98,1.943389892578125,0.4756599962711334
98,99,1.9204415082931519,0.4792200028896332
99,100,1.9782088994979858,0.4692800045013428
100,101,1.8917362689971924,0.4857800006866455
101,102,1.938156247138977,0.47613999247550964
102,103,1.9502280950546265,0.47391998767852783
103,104,1.9857338666915894,0.4656200110912323
104,105,2.101294755935669,0.447519987821579
